X,Y,Z
338716,-58,54,-58
338718,-56,60,-64
338720,-48,56,-60
338722,-30,52,-52
338724,-40,60,-72
338726,-26,60,-74
338728,-36,70,-88
338730,-38,78,-84
338732,-28,80,-94
338734,-32,90,-102
338736,-30,100,-116
338738,-32,104,-114
338740,-34,102,-110
338742,-42,112,-120
338744,-40,120,-128
338746,-40,114,-128
338748,-56,110,-128
338750,-38,114,-176
338752,32,162,-296
338754,40,96,-364
338756,74,50,-428
338758,176,48,-512
338760,356,60,-512
338762,448,96,-512
338764,511,160,-512
338766,511,204,-512
338768,511,256,-512
338771,511,310,-512
338773,511,264,-512
338775,442,216,-512
338777,358,172,-512
338779,292,114,-448
338781,192,50,-314
338783,162,28,-252
338785,146,20,-196
338787,128,34,-164
338789,122,44,-128
338791,124,92,-86
338793,124,98,-72
338795,106,112,-88
338797,108,122,-94
338799,104,130,-116
338801,98,136,-148
338803,102,138,-126
338805,104,134,-128
338807,100,134,-114
338809,104,128,-112
338811,102,124,-110
338813,98,118,-106
338815,80,112,-100
338817,70,100,-100
338819,60,108,-100
338821,48,112,-102
338823,22,120,-116
338825,16,122,-122
338827,0,118,-114
338829,-12,114,-110
338831,-26,108,-120
338833,-30,102,-120
338835,-34,112,-112
338837,-36,94,-112
338839,-46,94,-118
338841,-50,78,-112
338843,-50,82,-110
338845,-52,84,-120
338847,-60,86,-118
338849,-62,80,-130
338851,-74,72,-136
338853,-80,66,-118
338855,-78,60,-122
338857,-88,56,-120
338859,-102,48,-112
338861,-108,38,-96
338863,-114,34,-104
338865,-120,16,-98
338867,-120,12,-96
338869,-110,24,-82
338871,-114,12,-114
338873,-132,-10,-172
338875,-130,0,-204
338877,-94,0,-230
338879,-60,48,-276
338881,20,150,-338
338883,66,150,-366
338885,96,172,-382
338887,130,182,-406
338889,150,170,-428
338891,148,164,-436
338893,126,164,-436
338895,170,172,-422
338897,220,186,-418
338899,284,222,-394
338901,268,218,-400
338903,296,222,-368
338905,312,232,-356
338907,288,202,-306
338909,292,208,-292
338911,282,206,-268
338913,298,214,-246
338915,256,218,-198
338917,222,188,-186
338919,190,184,-160
338921,172,164,-150
338923,124,134,-144
338925,108,128,-142
338927,84,122,-144
338929,70,114,-132
338931,52,112,-144
338933,44,112,-140
338935,32,106,-146
338937,24,110,-156
338939,26,104,-164
338941,18,100,-166
338943,14,100,-170
338945,10,104,-180
338947,12,88,-182
338949,22,94,-186
338951,34,94,-192
338953,34,84,-200
338955,42,78,-192
338957,50,88,-200
338959,64,78,-202
338961,72,66,-210
338963,80,64,-212
338965,108,56,-200
338967,126,56,-206
338969,128,64,-208
338971,136,58,-208
338973,152,78,-220
338975,166,70,-216
338977,160,72,-224
338979,162,104,-232
338981,128,48,-208
338983,132,50,-212
338985,128,56,-218
338987,126,46,-210
338989,136,64,-218
338991,128,78,-204
338993,130,58,-202
338995,134,50,-204
338997,138,52,-206
338999,148,84,-220
339001,158,90,-220
339003,150,116,-228
339005,114,100,-224
742282666,5,110,80
339008,104,80,-218
339010,108,66,-212
339012,106,72,-208
339014,104,64,-212
339016,104,68,-212
339018,100,88,-206
339020,72,132,-210
339022,76,134,-192
339024,64,138,-202
339026,66,130,-206
339028,64,120,-196
339030,56,122,-192
339032,58,118,-198
339034,68,114,-194
339036,68,128,-194
339038,72,134,-202
339040,76,134,-192
339042,80,134,-200
339044,78,138,-202
339046,82,120,-206
339048,78,142,-208
339050,78,140,-210
339052,74,136,-222
339054,78,132,-218
339056,68,134,-220
339058,64,128,-216
339060,66,124,-206
339062,64,120,-206
339064,66,126,-214
339066,72,120,-210
339068,72,118,-206
339070,78,122,-214
339072,78,124,-202
339074,86,116,-202
339076,88,120,-204
339078,98,116,-194
339080,92,122,-192
339082,100,112,-192
339084,98,112,-196
339086,104,104,-186
339088,100,104,-194
339090,92,102,-192
339092,96,100,-196
339094,86,106,-188
339096,98,102,-192
339098,92,96,-192
339100,90,104,-196
339102,82,108,-198
339104,92,104,-192
339106,92,106,-202
339108,88,114,-204
339110,92,118,-212
339112,88,118,-218
339114,82,122,-216
339116,92,112,-216
339118,86,112,-214
339120,82,116,-214
339122,80,128,-208
339124,80,116,-216
339126,82,114,-228
339128,80,106,-220
339130,90,118,-212
339132,90,114,-212
339134,88,118,-210
339136,92,114,-212
339138,84,118,-224
339140,86,114,-216
339142,86,106,-214
339144,88,110,-206
339146,82,110,-208
339148,90,108,-208
339150,88,112,-208
339152,82,108,-206
339154,84,100,-208
339156,88,108,-208
339158,90,110,-200
339160,84,116,-208
339162,92,110,-208
339164,82,116,-210
339166,86,116,-204
339168,82,118,-210
339170,86,114,-206
339172,86,120,-212
339174,88,116,-210
339176,86,114,-208
339178,90,116,-212
339180,86,118,-208
339182,84,114,-214
339184,88,114,-210
339186,88,120,-208
339188,96,114,-208
339190,84,118,-218
339192,88,118,-202
339194,82,116,-208
339196,92,116,-202
339198,84,116,-208
339200,88,120,-202
339202,90,114,-208
339204,82,118,-200
339206,82,116,-194
339208,74,124,-198
339210,84,116,-198
339212,76,126,-198
339214,78,118,-198
339216,84,122,-202
339218,80,116,-198
339220,80,114,-198
339222,74,124,-190
339224,80,122,-202
339226,80,124,-202
339228,86,124,-198
339230,78,124,-208
339232,74,128,-202
339234,78,128,-196
339236,78,126,-196
339238,78,136,-202
339240,76,128,-200
339242,76,126,-208
339244,78,116,-200
339246,76,126,-206
339248,76,130,-198
339250,76,128,-200
339252,76,126,-198
339254,76,124,-210
339256,74,128,-194
339258,76,118,-202
339260,76,130,-202
339262,78,132,-208
339264,76,128,-194
339266,76,128,-198
339268,80,128,-212
339270,76,122,-202
339272,78,126,-196
339274,74,128,-194
339276,74,124,-202
339278,74,128,-204
339280,74,132,-202
339282,68,134,-200
339284,72,122,-202
339286,66,130,-206
339288,70,134,-210
339290,68,128,-200
339292,74,128,-208
339294,68,130,-200
339296,66,136,-208
339298,66,132,-204
339300,60,132,-202
339302,64,136,-206
339304,76,132,-210
339306,66,134,-204
339308,66,132,-204
339310,66,134,-202
339312,74,128,-202
339314,70,134,-200
339316,74,130,-204
339318,70,130,-202
339320,76,128,-202
339322,70,134,-204
339324,74,130,-200
339326,72,128,-208
339328,78,124,-202
339330,72,134,-210
339332,74,130,-202
339334,74,118,-202
339336,72,128,-198
339338,78,128,-208
339340,74,128,-200
339342,80,128,-202
339344,74,124,-202
339346,76,120,-204
339348,72,122,-204
339350,74,128,-202
339352,78,124,-202
339354,84,120,-200
339356,74,122,-206
339358,78,122,-200
339360,76,126,-208
339362,76,126,-206
339364,78,126,-198
339366,80,128,-204
339368,72,126,-212
339370,78,124,-200
339372,76,128,-202
339374,66,128,-204
339376,76,122,-194
339378,74,134,-194
339380,74,128,-202
339382,74,128,-208
339384,70,126,-196
339386,66,128,-204
339388,78,128,-188
339390,72,126,-198
339392,82,122,-202
339394,74,128,-208
339396,74,126,-202
339398,76,124,-210
339400,64,132,-200
339402,72,126,-204
339404,74,138,-202
339406,80,124,-200
339408,68,128,-210
339410,80,122,-200
339412,76,128,-206
339414,74,128,-188
339416,76,122,-202
339418,74,124,-202
339420,74,128,-204
339422,78,128,-200
339424,74,120,-200
339426,78,126,-202
339428,74,128,-204
339430,80,120,-192
339432,78,124,-204
339434,78,126,-214
339436,70,124,-204
339438,72,126,-202
339440,78,128,-198
339442,74,126,-204
339444,80,120,-198
339446,74,126,-200
339448,76,126,-206
339450,78,114,-204
339452,78,124,-200
339454,78,124,-200
339456,74,124,-208
339458,84,122,-198
339460,76,126,-200
339462,78,114,-204
339464,70,126,-200
339466,80,124,-200
339468,78,124,-202
339470,84,124,-200
339472,78,124,-214
339474,82,120,-202
339476,74,124,-204
339478,76,124,-194
339480,84,128,-196
339482,88,118,-204
339484,80,120,-222
339486,82,116,-202
339488,84,118,-206
339490,84,120,-202
339492,84,120,-210
339494,82,114,-202
339496,74,122,-224
339498,82,118,-204
339500,80,116,-202
339502,92,116,-206
339504,84,122,-208
339506,80,122,-202
339508,88,116,-202
339510,80,120,-196
339512,78,112,-202
339514,76,120,-190
339516,82,120,-196
339518,84,122,-206
339520,88,120,-206
339522,82,118,-206
339524,84,118,-204
339526,78,120,-202
339528,80,120,-202
339530,80,124,-206
339532,80,122,-198
339534,92,112,-204
339536,80,124,-200
339538,86,116,-202
339540,80,122,-208
339542,82,120,-202
339544,78,122,-206
339546,92,116,-198
339548,78,120,-208
339550,84,122,-206
339552,74,122,-210
339554,82,124,-198
339556,78,126,-206
339558,82,124,-212
339560,80,116,-210
339562,82,124,-208
339564,80,120,-204
339566,72,120,-206
339568,82,114,-202
339570,84,122,-210
339572,82,118,-210
339574,80,122,-210
339576,78,116,-204
339578,70,124,-206
339580,78,124,-208
339582,78,122,-202
339584,80,120,-204
339586,76,128,-214
339588,84,124,-204
339590,78,122,-202
339592,80,122,-198
339594,82,126,-206
339596,90,118,-200
339598,82,116,-210
339600,84,124,-202
339602,76,124,-206
339604,86,122,-202
339606,86,120,-204
339608,86,118,-200
339610,80,118,-212
339612,86,120,-200
339614,82,116,-202
339616,76,118,-206
339618,80,120,-210
339620,88,124,-204
339622,84,118,-200
339624,80,120,-214
339626,82,112,-204
339628,72,124,-204
339630,80,120,-208
339632,82,116,-202
339634,82,124,-206
339636,82,118,-210
339638,86,120,-204
339640,78,120,-208
339642,80,120,-196
339644,78,120,-204
339646,78,118,-224
339648,80,122,-202
339650,82,116,-206
339652,88,116,-202
339654,86,128,-208
339656,76,126,-202
339658,74,122,-200
339660,82,112,-200
339662,82,124,-202
339664,78,124,-190
339666,82,116,-204
339668,82,116,-202
339670,78,120,-210
339672,76,126,-200
339674,78,116,-204
339676,82,126,-202
339678,78,120,-204
339680,80,134,-208
339682,78,124,-202
339684,84,120,-224
339686,80,116,-214
339688,78,126,-188
339690,82,126,-200
339692,80,126,-208
339694,82,122,-202
339696,74,128,-200
339698,78,118,-210
339700,64,126,-208
339702,80,126,-204
339704,78,130,-204
339706,76,128,-198
339708,76,128,-218
339710,76,128,-204
339712,78,126,-200
339714,72,128,-186
339716,78,126,-204
339718,72,126,-200
339720,74,128,-214
339722,76,126,-206
339724,72,126,-204
339726,72,128,-206
339728,76,128,-202
339730,72,142,-200
339732,74,124,-200
339734,76,126,-216
339736,78,128,-194
339738,78,128,-196
339740,70,128,-204
339742,78,126,-196
339744,70,126,-202
339746,72,130,-218
339748,74,126,-208
339750,76,128,-202
339752,66,128,-204
339754,74,130,-194
339756,72,128,-202
339758,74,128,-204
339760,72,128,-200
339762,74,114,-202
339764,74,128,-202
339766,68,128,-202
339768,76,128,-202
339770,70,134,-204
339772,70,130,-192
339774,68,128,-200
339776,76,126,-202
339778,64,130,-196
339780,74,126,-206
339782,76,130,-204
339784,72,128,-196
339786,70,126,-194
339788,70,128,-196
339790,66,128,-204
339792,74,128,-192
339794,72,130,-200
339796,86,128,-198
339798,70,128,-208
339800,74,128,-196
339802,66,128,-204
339804,74,130,-196
339806,72,132,-200
339808,76,132,-204
339810,70,128,-204
339812,72,130,-200
339814,76,128,-206
339816,80,124,-196
339818,68,128,-200
339820,78,128,-204
339822,76,124,-198
339825,74,130,-198
339827,70,128,-202
339829,78,128,-194
339831,74,130,-200
339833,80,128,-200
339835,72,128,-208
339837,74,126,-200
339839,68,128,-200
339841,74,128,-196
339843,76,128,-208
339845,72,130,-200
339847,72,130,-204
339849,76,128,-194
339851,74,128,-200
339853,64,128,-204
339855,80,124,-204
339857,76,128,-204
339859,76,122,-200
339861,76,126,-212
339863,82,130,-206
339865,68,128,-204
339867,82,126,-192
339869,72,126,-206
339871,76,132,-200
339873,76,128,-212
339875,76,126,-200
339877,78,120,-196
339879,66,128,-206
339881,76,124,-204
339883,78,128,-198
339885,74,126,-204
339887,76,124,-206
339889,74,122,-198
339891,76,128,-196
339893,80,128,-202
339895,78,128,-198
339897,78,126,-202
339899,72,128,-208
339901,72,128,-202
339903,66,128,-202
339905,78,128,-200
339907,78,128,-200
339909,78,118,-204
339911,74,126,-216
339913,80,124,-200
339915,72,124,-200
339917,78,126,-192
339919,78,128,-202
339921,78,126,-204
339923,76,126,-208
339925,76,126,-208
339927,76,120,-204
339929,82,120,-200
339931,78,126,-206
339933,84,128,-206
339935,76,126,-204
339937,80,124,-202
339939,76,124,-204
339941,80,120,-202
339943,76,120,-206
339945,76,124,-206
339947,76,124,-210
339949,82,126,-206
339951,80,124,-202
339953,78,122,-206
339955,80,122,-206
339957,80,128,-206
339959,78,124,-200
339961,80,126,-202
339963,80,116,-204
339965,84,122,-202
339967,80,124,-210
339969,76,124,-202
339971,80,120,-206
339973,78,118,-204
339975,82,122,-204
339977,70,124,-202
339979,74,126,-202
339981,80,128,-200
339983,78,126,-218
339985,78,122,-198
339987,80,120,-204
339989,78,124,-200
339991,80,124,-204
339993,76,120,-200
339995,82,126,-208
339997,78,118,-210
339999,82,126,-200
340001,80,122,-208
340003,80,120,-204
340005,76,124,-202
340007,78,128,-214
807949738,5,78,128
340010,76,120,-204
340012,80,122,-198
340014,82,124,-200
340016,76,128,-206
340018,80,122,-208
340020,78,122,-194
340022,76,124,-200
340024,72,124,-204
340026,78,120,-202
340028,82,120,-206
340030,78,128,-206
340032,80,120,-208
340034,84,104,-198
340036,76,122,-204
340038,80,124,-200
340040,84,124,-202
340042,88,120,-206
340044,80,122,-194
340046,84,120,-206
340048,74,120,-200
340050,80,120,-200
340052,76,124,-208
340054,92,120,-206
340056,78,120,-206
340058,82,122,-202
340060,76,124,-204
340062,88,116,-196
340064,78,118,-204
340066,80,120,-208
340068,78,122,-208
340070,80,110,-206
340072,80,120,-204
340074,88,116,-202
340076,78,118,-202
340078,88,118,-206
340080,76,124,-212
340082,80,118,-206
340084,80,112,-210
340086,78,122,-200
340088,84,128,-208
340090,80,120,-204
340092,80,120,-218
340094,80,116,-202
340096,82,120,-208
340098,82,122,-204
340100,78,118,-204
340102,82,120,-212
340104,86,128,-204
340106,80,120,-202
340108,70,124,-208
340110,82,118,-210
340112,80,122,-202
340114,80,116,-200
340116,78,122,-210
340118,78,122,-206
340120,74,126,-202
340122,80,124,-202
340124,80,120,-206
340126,80,122,-202
340128,80,118,-204
340130,82,120,-198
340132,74,124,-204
340134,80,120,-198
340136,80,128,-202
340138,88,122,-198
340140,80,120,-208
340142,84,124,-208
340144,70,126,-200
340146,82,124,-194
340148,78,122,-206
340150,80,126,-202
340152,78,122,-210
340154,86,124,-204
340156,76,124,-206
340158,70,128,-206
340160,76,120,-206
340162,86,122,-204
340164,80,118,-202
340166,76,126,-208
340168,78,116,-202
340170,66,120,-208
340172,78,124,-202
340174,80,114,-210
340176,76,124,-202
340178,74,124,-212
340180,76,126,-198
340182,76,114,-202
340184,74,128,-200
340186,76,126,-202
340188,84,128,-198
340190,82,120,-202
340192,76,126,-212
340194,80,112,-196
340196,82,126,-206
340198,78,128,-200
340200,78,126,-204
340202,80,122,-206
340204,76,126,-212
340206,76,128,-200
340208,78,120,-202
340210,72,124,-206
340212,78,128,-208
340214,78,126,-200
340216,82,122,-200
340218,76,124,-204
340220,78,116,-202
340222,74,126,-210
340224,72,126,-206
340226,74,124,-200
340228,80,122,-202
340230,72,130,-204
340232,74,128,-196
340234,80,116,-204
340236,80,124,-204
340238,78,128,-208
340240,74,128,-202
340242,78,124,-206
340244,76,126,-208
340246,78,128,-208
340248,76,122,-204
340250,64,128,-196
340252,74,128,-200
340254,76,130,-202
340256,76,128,-196
340258,72,128,-202
340260,70,128,-200
340262,74,128,-192
340264,78,126,-198
340266,76,128,-202
340268,74,128,-206
340270,78,128,-208
340272,74,128,-198
340274,68,126,-200
340276,72,128,-202
340278,72,128,-200
340280,78,120,-202
340282,68,128,-210
340284,76,124,-202
340286,80,122,-198
340288,78,128,-204
340290,74,126,-202
340292,86,124,-200
340294,72,128,-204
340296,76,128,-206
340298,76,124,-204
340300,86,124,-200
340302,76,126,-196
340304,84,126,-208
340306,72,126,-208
340308,78,128,-202
340310,70,132,-202
340312,76,126,-194
340314,74,124,-204
340316,72,128,-200
340318,78,126,-204
340320,78,128,-196
340322,74,126,-200
340324,74,128,-196
340326,76,120,-202
340328,74,128,-196
340330,74,132,-200
340332,78,126,-210
340334,76,114,-202
340336,80,124,-200
340339,74,128,-204
340341,82,120,-200
340343,76,126,-206
340345,76,124,-202
340347,74,120,-206
340349,76,124,-200
340351,74,136,-200
340353,78,126,-204
340355,72,128,-216
340357,76,126,-202
340359,78,128,-202
340361,70,128,-206
340363,80,124,-198
340365,84,122,-200
340367,76,122,-220
340369,76,122,-206
340371,82,114,-206
340373,82,122,-204
340375,78,128,-200
340377,80,126,-202
340379,80,122,-200
340381,80,122,-200
340383,80,114,-208
340385,72,128,-202
340387,80,124,-204
340389,78,126,-206
340391,82,120,-208
340393,76,122,-208
340395,76,128,-204
340397,70,124,-200
340399,78,126,-206
340401,76,138,-202
340403,76,126,-202
340405,86,124,-202
340407,80,126,-204
340409,84,128,-200
340411,72,126,-200
340413,78,122,-202
340415,76,124,-204
340417,88,122,-200
340419,74,126,-204
340421,80,126,-206
340423,74,128,-200
340425,82,124,-200
340427,80,116,-210
340429,84,120,-204
340431,78,124,-212
340433,82,104,-206
340435,82,120,-202
340437,70,124,-202
340439,76,124,-204
340441,88,118,-202
340443,74,124,-206
340445,76,126,-206
340447,76,128,-204
340449,82,122,-200
340451,78,128,-206
340453,76,124,-206
340455,86,118,-206
340457,82,122,-204
340459,78,122,-206
340461,70,126,-210
340463,86,120,-194
340465,82,122,-202
340467,76,126,-218
340469,78,126,-204
340471,78,114,-202
340473,70,122,-198
340475,80,124,-202
340477,78,118,-210
340479,84,124,-208
340481,82,122,-198
340483,80,116,-208
340485,72,124,-202
340487,80,124,-200
340489,80,126,-206
340491,88,122,-202
340493,80,124,-204
340495,76,122,-204
340497,80,118,-204
340499,82,118,-204
340501,82,128,-198
340503,82,118,-206
340505,80,124,-202
340507,70,124,-202
340509,74,124,-192
340511,84,120,-200
340513,82,128,-198
340515,78,122,-206
340517,84,122,-200
340519,78,116,-202
340521,66,126,-206
340523,76,122,-206
340525,78,128,-206
340527,82,120,-198
340529,80,122,-210
340531,76,118,-204
340533,78,124,-202
842421674,5,78,124
340536,82,120,-208
340538,90,116,-204
340540,80,122,-206
340542,74,122,-212
340544,70,124,-198
340546,78,122,-202
340548,84,120,-200
340550,76,128,-208
340552,78,122,-212
340554,84,126,-200
340556,82,122,-202
340558,70,120,-198
340560,80,122,-204
340562,82,122,-204
340564,76,124,-202
340566,76,120,-208
340568,82,118,-204
340570,70,126,-204
340572,82,126,-204
340574,80,122,-206
340576,76,124,-200
340578,76,124,-210
340580,80,126,-200
340582,74,116,-198
340584,76,124,-204
340586,82,124,-206
340588,74,128,-202
340590,82,118,-208
340592,80,122,-216
340594,80,120,-210
340596,78,118,-210
340598,80,124,-208
340600,80,122,-208
340602,78,120,-200
340604,76,122,-214
340606,80,120,-202
340608,82,120,-206
340610,80,124,-202
340612,74,128,-206
340614,76,124,-200
340616,82,126,-210
340618,78,122,-198
340620,80,118,-206
340622,76,130,-202
340624,78,126,-200
340626,76,122,-198
340628,82,120,-200
340630,80,120,-208
340632,82,120,-204
340634,80,108,-198
340636,76,126,-200
340638,76,126,-206
340640,72,128,-202
340642,80,120,-200
340644,78,122,-200
340646,78,126,-202
340648,74,124,-202
340650,76,128,-198
340652,76,128,-198
340654,86,124,-200
340656,78,124,-200
340658,78,118,-206
340660,70,128,-202
340662,78,128,-196
340664,78,122,-200
340666,80,122,-204
340668,78,124,-200
340670,74,120,-204
340672,72,122,-192
340674,80,122,-202
340676,80,126,-198
340678,74,126,-210
340680,78,124,-206
340682,72,124,-202
340684,80,128,-198
340686,78,124,-204
340688,80,132,-196
340690,78,124,-206
340692,74,126,-208
340694,78,120,-202
340696,78,124,-202
340698,78,124,-204
340700,76,126,-206
340702,84,120,-204
340704,74,128,-214
340706,76,126,-198
340708,76,116,-202
340710,76,128,-198
340712,78,128,-202
340714,78,122,-196
340716,78,120,-202
340718,76,128,-210
340720,76,116,-208
340722,76,126,-196
340724,70,126,-204
340726,76,128,-200
340728,82,120,-196
340730,76,132,-208
340732,74,124,-210
340734,84,108,-206
340736,78,128,-198
340738,78,126,-200
340740,76,126,-204
340742,82,118,-202
340744,80,124,-202
340746,78,128,-206
340748,76,122,-200
340750,76,128,-202
340752,78,126,-198
340754,78,124,-198
340756,74,126,-204
340758,80,124,-198
340760,72,126,-202
340762,86,120,-196
340764,76,124,-204
340766,76,128,-204
340768,78,122,-212
340770,78,126,-206
340772,76,126,-202
340774,70,128,-202
340776,76,128,-206
340778,76,130,-198
340780,76,128,-202
340782,80,126,-204
340784,72,118,-208
340786,82,120,-206
340788,80,128,-208
340790,76,122,-202
859264426,5,82,120
340793,76,124,-194
340795,80,122,-198
340797,74,120,-206
340799,76,120,-206
340801,74,128,-206
340803,78,124,-208
340805,80,126,-200
340807,74,122,-210
340809,74,128,-206
340811,76,128,-200
340813,72,124,-198
340815,80,122,-204
340817,88,124,-200
340819,76,128,-198
340821,78,124,-200
340823,74,126,-200
340825,78,126,-198
340827,78,122,-200
340829,76,128,-206
340831,76,128,-214
340833,78,126,-200
340835,78,122,-206
340837,72,126,-196
340839,76,126,-202
340841,72,128,-202
340843,78,122,-198
340845,78,124,-200
340847,78,122,-202
340849,82,124,-196
340851,78,126,-208
340853,78,126,-206
340855,80,122,-200
340857,76,128,-202
340859,82,124,-204
340861,80,118,-198
340863,78,122,-202
340865,80,126,-202
340867,90,124,-204
340869,76,126,-210
340871,78,124,-198
340873,76,124,-204
340875,80,126,-200
340877,74,124,-206
340879,80,124,-204
340881,78,122,-208
340883,80,120,-204
340885,80,126,-198
340887,76,118,-200
340889,78,124,-204
340891,78,128,-202
340893,78,124,-208
340895,78,128,-212
340897,76,122,-200
340899,86,118,-202
340901,78,124,-202
340903,76,124,-210
340905,80,122,-202
340907,74,124,-210
340909,78,128,-204
340911,76,122,-200
340913,78,122,-194
340915,78,128,-204
340917,90,118,-200
340919,80,124,-200
340921,76,124,-212
340923,78,118,-204
340925,74,126,-202
340927,84,120,-202
340929,82,128,-204
340931,78,126,-198
340933,74,130,-210
340935,80,124,-198
340937,76,112,-204
340939,78,124,-206
340941,80,130,-204
340943,78,126,-202
340945,82,120,-202
340947,80,122,-200
340949,68,128,-206
340951,76,128,-192
340953,78,122,-204
340955,76,124,-206
340957,76,122,-216
340959,78,124,-212
340961,80,124,-202
340963,80,120,-206
340965,78,124,-210
340967,76,128,-202
340969,78,126,-196
340971,72,124,-210
340973,78,116,-202
340975,78,124,-202
340977,82,124,-206
340979,76,122,-204
340981,80,124,-208
340983,80,126,-218
340985,78,124,-202
340987,78,116,-206
340989,78,124,-200
340991,84,124,-202
340993,78,124,-200
340995,78,126,-200
340997,82,120,-200
340999,80,116,-204
341001,82,114,-198
341003,78,126,-202
341005,74,124,-206
341007,84,122,-206
341009,76,124,-206
341011,80,124,-200
341013,78,112,-204
341015,76,114,-196
341017,82,128,-196
341019,84,124,-206
341021,76,126,-206
341023,78,118,-208
341025,80,120,-208
341027,74,124,-204
341029,80,126,-200
341031,80,118,-206
341033,76,124,-218
341035,78,118,-206
341037,78,114,-204
341039,72,126,-206
341041,72,124,-210
875713962,5,72,124
341044,80,128,-202
341046,74,118,-222
341048,74,126,-206
341050,76,120,-200
341052,68,126,-204
341054,78,126,-208
341056,78,120,-204
341058,76,128,-198
341060,76,122,-210
341062,80,108,-206
341064,78,120,-206
341066,72,126,-206
341068,76,128,-204
341070,92,114,-208
341072,78,124,-200
341074,78,122,-210
341076,76,126,-206
341078,78,120,-200
341080,80,124,-200
341082,80,120,-204
341084,92,120,-204
341086,78,124,-200
341088,84,118,-198
341090,72,128,-204
341092,80,126,-196
341094,74,128,-200
341096,90,124,-200
341098,80,118,-210
341100,78,120,-196
341102,70,128,-206
341104,82,126,-204
341106,78,126,-204
341108,74,128,-200
341110,78,124,-212
341112,78,128,-198
341114,76,120,-202
341116,72,128,-204
341118,78,124,-206
341120,80,126,-208
341122,78,120,-202
341124,76,126,-208
341126,76,120,-202
341128,70,126,-202
341130,76,126,-212
341132,78,128,-208
341134,80,120,-202
341136,78,124,-200
341138,82,124,-200
341140,78,118,-208
341142,78,124,-198
341144,80,122,-202
341146,84,128,-202
341148,80,126,-200
341150,72,130,-204
341152,76,128,-204
341154,78,128,-196
341156,74,124,-200
341158,76,130,-202
341160,76,122,-210
341162,80,126,-202
341164,76,120,-200
341166,72,124,-200
341168,78,122,-206
341170,76,128,-202
341172,76,128,-200
341174,74,128,-208
341176,76,118,-198
341178,66,128,-204
341180,80,128,-212
341182,76,124,-206
341184,82,122,-204
341186,78,128,-202
341188,74,128,-202
341190,78,120,-200
341192,80,124,-192
341194,74,126,-206
341196,88,124,-200
341198,80,126,-200
341200,76,122,-206
341202,74,116,-204
341204,78,128,-196
341206,80,126,-204
341208,74,124,-204
341210,76,120,-210
341212,78,122,-200
341214,80,128,-198
341216,64,128,-196
341218,80,124,-198
341220,84,128,-206
341222,78,126,-208
341224,76,122,-212
341226,78,116,-206
341228,68,126,-200
341230,74,124,-192
341232,78,124,-210
341234,76,124,-200
341236,76,122,-212
341238,74,124,-202
341240,78,124,-202
341242,80,124,-196
341244,76,126,-202
341246,80,136,-206
341248,78,126,-206
341250,70,126,-220
341252,80,124,-202
341254,78,124,-206
341256,70,126,-210
341258,80,120,-202
341260,78,128,-206
341262,88,128,-210
341264,74,124,-200
341266,78,124,-202
341268,70,128,-200
341270,80,126,-196
341272,76,126,-208
341274,74,128,-202
341276,78,126,-202
341278,74,122,-200
341280,78,128,-208
341282,68,128,-202
341284,80,124,-202
341286,78,124,-204
341288,80,126,-208
341290,72,126,-208
341292,78,126,-214
341294,78,124,-208
341296,82,124,-192
892425642,5,78,124
341299,78,126,-208
341301,78,122,-200
341303,80,126,-204
341305,80,126,-202
341307,78,120,-204
341309,74,128,-192
341311,78,122,-206
341313,76,124,-200
341315,80,126,-198
341317,76,128,-194
341319,82,124,-200
341321,78,116,-206
341323,84,126,-200
341325,78,128,-210
341327,80,124,-204
341329,80,128,-202
341331,72,126,-208
341333,80,126,-212
341335,76,122,-206
341337,66,126,-202
341339,80,122,-206
341341,80,134,-202
341343,74,126,-206
341345,84,118,-206
341347,76,122,-204
341349,78,128,-202
341351,74,126,-192
341353,80,122,-206
341355,76,124,-208
341357,76,122,-220
341359,78,128,-198
341361,78,122,-200
341363,78,122,-202
341365,78,122,-204
341367,76,136,-202
341369,72,126,-198
341371,84,120,-200
341373,80,124,-202
341375,78,122,-206
341377,74,128,-202
341379,80,126,-202
341381,76,128,-198
341383,88,120,-212
341385,78,120,-210
341387,80,126,-212
341389,84,118,-206
341391,74,126,-194
341393,78,128,-200
341395,82,128,-212
341397,78,126,-204
341399,78,126,-212
341401,76,126,-204
341403,76,118,-208
341405,74,124,-202
341407,78,124,-206
341409,78,120,-200
341411,82,120,-206
341413,76,128,-202
341415,80,112,-204
341417,78,122,-200
341419,80,118,-200
341421,78,128,-198
341423,84,118,-204
341425,78,128,-200
341427,80,126,-206
341429,76,112,-200
341431,80,128,-196
341433,82,124,-212
341435,78,120,-200
341437,86,120,-202
341439,76,126,-198
341441,74,128,-206
341443,72,128,-202
341445,86,120,-200
341447,76,122,-206
341449,76,128,-204
341451,76,124,-202
341453,76,126,-216
341455,80,118,-206
341457,76,128,-210
341459,74,124,-182
341461,74,124,-200
341463,74,126,-208
341465,82,122,-202
341467,76,122,-204
341469,78,124,-202
341471,74,126,-208
341473,80,120,-200
341475,78,122,-208
341477,76,126,-204
341479,76,122,-200
341481,74,126,-210
341483,78,124,-200
341485,78,120,-204
341487,72,122,-208
341489,72,128,-202
341491,92,118,-198
341493,82,122,-202
341495,72,128,-206
341497,82,118,-206
341499,78,122,-208
